train_loss, train_acc_all, train_acc_mean, train_jacc, train_dice, val_loss, val_acc_all, val_acc_mean, val_jacc, val_dice, 
0.2427, 0.8066, 0.7627, 0.6500, 0.7668, 0.1922, 0.8559, 0.8033, 0.7137, 0.8207, 
0.2011, 0.8365, 0.7905, 0.6891, 0.8009, 0.1994, 0.8523, 0.8293, 0.7113, 0.8191, 
0.1905, 0.8434, 0.8017, 0.7017, 0.8114, 0.1911, 0.8616, 0.8057, 0.7160, 0.8215, 
0.1849, 0.8474, 0.8056, 0.7089, 0.8169, 0.2122, 0.8422, 0.8169, 0.6912, 0.8002, 
0.1861, 0.8500, 0.8015, 0.7079, 0.8157, 0.1732, 0.8735, 0.8196, 0.7374, 0.8392, 
0.1850, 0.8512, 0.8040, 0.7092, 0.8167, 0.1720, 0.8719, 0.8257, 0.7390, 0.8405, 
0.1785, 0.8555, 0.8121, 0.7174, 0.8232, 0.1702, 0.8672, 0.8350, 0.7405, 0.8422, 
0.1777, 0.8562, 0.8110, 0.7184, 0.8240, 0.1659, 0.8745, 0.8313, 0.7459, 0.8464, 
0.1785, 0.8543, 0.8123, 0.7172, 0.8231, 0.1741, 0.8723, 0.8170, 0.7365, 0.8384, 
0.1703, 0.8603, 0.8205, 0.7276, 0.8313, 0.1630, 0.8741, 0.8400, 0.7496, 0.8493, 
0.1696, 0.8611, 0.8202, 0.7285, 0.8320, 0.1637, 0.8785, 0.8323, 0.7495, 0.8486, 
0.1656, 0.8639, 0.8244, 0.7337, 0.8360, 0.1660, 0.8745, 0.8423, 0.7457, 0.8463, 
0.1644, 0.8650, 0.8250, 0.7354, 0.8372, 0.1618, 0.8750, 0.8348, 0.7510, 0.8504, 
0.1631, 0.8656, 0.8261, 0.7366, 0.8384, 0.1588, 0.8791, 0.8502, 0.7557, 0.8535, 
0.1612, 0.8672, 0.8284, 0.7392, 0.8404, 0.1589, 0.8784, 0.8462, 0.7555, 0.8534, 
0.1620, 0.8668, 0.8276, 0.7387, 0.8396, 0.1701, 0.8687, 0.8303, 0.7405, 0.8421, 
0.1593, 0.8680, 0.8300, 0.7417, 0.8422, 0.1620, 0.8816, 0.8243, 0.7517, 0.8503, 
0.1585, 0.8695, 0.8302, 0.7430, 0.8431, 0.1538, 0.8805, 0.8495, 0.7618, 0.8584, 
0.1568, 0.8709, 0.8327, 0.7451, 0.8448, 0.1542, 0.8842, 0.8437, 0.7617, 0.8581, 
0.1561, 0.8703, 0.8347, 0.7460, 0.8454, 0.1562, 0.8815, 0.8436, 0.7584, 0.8561, 
0.1558, 0.8714, 0.8338, 0.7466, 0.8457, 0.1565, 0.8795, 0.8474, 0.7579, 0.8558, 
0.1546, 0.8723, 0.8359, 0.7481, 0.8469, 0.1530, 0.8833, 0.8514, 0.7634, 0.8593, 
0.1535, 0.8727, 0.8372, 0.7494, 0.8481, 0.1523, 0.8828, 0.8496, 0.7632, 0.8599, 
0.1529, 0.8737, 0.8363, 0.7504, 0.8486, 0.1643, 0.8750, 0.8546, 0.7494, 0.8480, 
0.1524, 0.8745, 0.8370, 0.7512, 0.8491, 0.1547, 0.8868, 0.8338, 0.7616, 0.8576, 
0.1482, 0.8773, 0.8411, 0.7567, 0.8533, 0.1639, 0.8815, 0.8286, 0.7508, 0.8483, 
0.1501, 0.8756, 0.8399, 0.7538, 0.8514, 0.1602, 0.8789, 0.8422, 0.7540, 0.8520, 
0.1483, 0.8779, 0.8423, 0.7567, 0.8532, 0.1513, 0.8854, 0.8487, 0.7656, 0.8609, 
0.1474, 0.8780, 0.8417, 0.7577, 0.8541, 0.1532, 0.8852, 0.8462, 0.7631, 0.8590, 
0.1475, 0.8776, 0.8424, 0.7577, 0.8540, 0.1536, 0.8864, 0.8455, 0.7638, 0.8587, 
0.1456, 0.8795, 0.8437, 0.7602, 0.8559, 0.1511, 0.8861, 0.8485, 0.7662, 0.8611, 
0.1441, 0.8814, 0.8449, 0.7625, 0.8574, 0.1517, 0.8843, 0.8473, 0.7641, 0.8605, 
0.1430, 0.8810, 0.8473, 0.7641, 0.8586, 0.1510, 0.8846, 0.8529, 0.7662, 0.8613, 
0.1425, 0.8828, 0.8469, 0.7645, 0.8590, 0.1528, 0.8828, 0.8485, 0.7627, 0.8594, 
0.1433, 0.8807, 0.8468, 0.7634, 0.8583, 0.1540, 0.8838, 0.8442, 0.7612, 0.8583, 
0.1414, 0.8836, 0.8493, 0.7663, 0.8601, 0.1545, 0.8825, 0.8436, 0.7608, 0.8577, 
