train_loss, train_acc_all, train_acc_mean, train_jacc, train_dice, val_loss, val_acc_all, val_acc_mean, val_jacc, val_dice, 
0.2258, 0.8167, 0.7760, 0.6684, 0.7776, 0.1888, 0.8513, 0.8317, 0.7187, 0.8237, 
0.1924, 0.8408, 0.8005, 0.7045, 0.8093, 0.1813, 0.8647, 0.8077, 0.7293, 0.8311, 
0.1860, 0.8475, 0.8061, 0.7125, 0.8157, 0.1804, 0.8598, 0.8262, 0.7299, 0.8320, 
0.1838, 0.8495, 0.8069, 0.7154, 0.8179, 0.1810, 0.8615, 0.8295, 0.7297, 0.8313, 
0.1758, 0.8542, 0.8191, 0.7253, 0.8258, 0.1806, 0.8679, 0.8103, 0.7303, 0.8317, 
0.1725, 0.8558, 0.8233, 0.7292, 0.8291, 0.1722, 0.8703, 0.8350, 0.7411, 0.8401, 
0.1654, 0.8613, 0.8300, 0.7382, 0.8362, 0.1690, 0.8651, 0.8419, 0.7435, 0.8433, 
0.1636, 0.8634, 0.8315, 0.7402, 0.8380, 0.1691, 0.8710, 0.8335, 0.7443, 0.8432, 
0.1632, 0.8634, 0.8307, 0.7410, 0.8384, 0.1606, 0.8766, 0.8392, 0.7555, 0.8517, 
0.1657, 0.8640, 0.8254, 0.7387, 0.8358, 0.1609, 0.8776, 0.8467, 0.7548, 0.8514, 
0.1592, 0.8657, 0.8362, 0.7460, 0.8423, 0.1654, 0.8631, 0.8446, 0.7476, 0.8468, 
0.1563, 0.8675, 0.8406, 0.7501, 0.8453, 0.1565, 0.8764, 0.8611, 0.7602, 0.8558, 
0.1610, 0.8677, 0.8303, 0.7444, 0.8406, 0.1558, 0.8840, 0.8358, 0.7613, 0.8565, 
0.1521, 0.8713, 0.8422, 0.7556, 0.8494, 0.1637, 0.8711, 0.8325, 0.7508, 0.8485, 
0.1532, 0.8703, 0.8418, 0.7540, 0.8483, 0.1701, 0.8713, 0.8176, 0.7430, 0.8421, 
0.1513, 0.8723, 0.8427, 0.7565, 0.8502, 0.1601, 0.8801, 0.8466, 0.7564, 0.8521, 
0.1494, 0.8738, 0.8447, 0.7594, 0.8522, 0.1540, 0.8809, 0.8473, 0.7634, 0.8582, 
0.1482, 0.8741, 0.8466, 0.7606, 0.8534, 0.1559, 0.8793, 0.8575, 0.7617, 0.8564, 
0.1463, 0.8757, 0.8489, 0.7632, 0.8552, 0.1537, 0.8861, 0.8444, 0.7655, 0.8585, 
0.1465, 0.8761, 0.8478, 0.7631, 0.8550, 0.1532, 0.8832, 0.8468, 0.7645, 0.8590, 
0.1474, 0.8754, 0.8478, 0.7619, 0.8541, 0.1580, 0.8811, 0.8337, 0.7590, 0.8542, 
0.1429, 0.8778, 0.8523, 0.7677, 0.8586, 0.1578, 0.8852, 0.8291, 0.7597, 0.8544, 
0.1449, 0.8778, 0.8492, 0.7653, 0.8566, 0.1501, 0.8860, 0.8515, 0.7689, 0.8621, 
0.1435, 0.8781, 0.8494, 0.7672, 0.8580, 0.1491, 0.8815, 0.8615, 0.7702, 0.8631, 
0.1401, 0.8798, 0.8547, 0.7715, 0.8614, 0.1442, 0.8883, 0.8594, 0.7769, 0.8680, 
0.1386, 0.8814, 0.8555, 0.7736, 0.8629, 0.1451, 0.8895, 0.8567, 0.7758, 0.8671, 
0.1381, 0.8828, 0.8569, 0.7744, 0.8634, 0.1472, 0.8847, 0.8616, 0.7717, 0.8650, 
0.1386, 0.8817, 0.8562, 0.7735, 0.8629, 0.1534, 0.8813, 0.8484, 0.7647, 0.8588, 
0.1379, 0.8829, 0.8562, 0.7745, 0.8636, 0.1574, 0.8781, 0.8356, 0.7595, 0.8549, 
0.1366, 0.8834, 0.8573, 0.7767, 0.8649, 0.1498, 0.8840, 0.8535, 0.7688, 0.8624, 
0.1352, 0.8846, 0.8593, 0.7784, 0.8663, 0.1515, 0.8835, 0.8443, 0.7674, 0.8607, 
0.1335, 0.8856, 0.8610, 0.7807, 0.8680, 0.1413, 0.8916, 0.8621, 0.7807, 0.8709, 
0.1360, 0.8837, 0.8575, 0.7772, 0.8655, 0.1511, 0.8853, 0.8420, 0.7681, 0.8611, 
0.1345, 0.8855, 0.8591, 0.7792, 0.8669, 0.1441, 0.8914, 0.8563, 0.7773, 0.8681, 
0.1303, 0.8884, 0.8643, 0.7852, 0.8712, 0.1455, 0.8899, 0.8550, 0.7745, 0.8667, 
0.1300, 0.8892, 0.8635, 0.7856, 0.8715, 0.1400, 0.8896, 0.8674, 0.7818, 0.8722, 
0.1279, 0.8909, 0.8657, 0.7887, 0.8736, 0.1461, 0.8895, 0.8545, 0.7744, 0.8661, 
0.1284, 0.8908, 0.8668, 0.7879, 0.8731, 0.1401, 0.8909, 0.8639, 0.7822, 0.8721, 
